
real	0m17.854s
user	0m17.683s
sys	0m0.152s

real	0m17.970s
user	0m17.594s
sys	0m0.160s

real	0m17.660s
user	0m17.517s
sys	0m0.124s

real	0m17.660s
user	0m17.513s
sys	0m0.128s

real	0m17.917s
user	0m17.762s
sys	0m0.136s

real	0m17.687s
user	0m17.540s
sys	0m0.128s

real	0m17.901s
user	0m17.677s
sys	0m0.204s

real	0m17.713s
user	0m17.562s
sys	0m0.132s

real	0m17.725s
user	0m17.590s
sys	0m0.116s

real	0m17.578s
user	0m17.409s
sys	0m0.156s

real	0m17.587s
user	0m17.424s
sys	0m0.144s

real	0m17.712s
user	0m17.561s
sys	0m0.132s

real	0m17.692s
user	0m17.517s
sys	0m0.156s

real	0m17.728s
user	0m17.573s
sys	0m0.136s

real	0m17.943s
user	0m17.788s
sys	0m0.136s

real	0m17.608s
user	0m17.441s
sys	0m0.148s

real	0m17.712s
user	0m17.563s
sys	0m0.128s

real	0m17.622s
user	0m17.477s
sys	0m0.124s

real	0m17.764s
user	0m17.613s
sys	0m0.132s

real	0m17.898s
user	0m17.766s
sys	0m0.112s

real	0m17.887s
user	0m17.736s
sys	0m0.132s

real	0m17.628s
user	0m17.477s
sys	0m0.132s

real	0m17.880s
user	0m17.689s
sys	0m0.172s

real	0m17.925s
user	0m17.814s
sys	0m0.092s

real	0m17.564s
user	0m17.389s
sys	0m0.156s

real	0m17.951s
user	0m17.784s
sys	0m0.148s

real	0m17.819s
user	0m17.668s
sys	0m0.132s

real	0m17.597s
user	0m17.466s
sys	0m0.112s

real	0m17.959s
user	0m17.831s
sys	0m0.108s

real	0m17.638s
user	0m17.479s
sys	0m0.140s

real	0m17.694s
user	0m17.531s
sys	0m0.144s

real	0m17.684s
user	0m17.523s
sys	0m0.148s

real	0m17.607s
user	0m17.420s
sys	0m0.168s

real	0m17.720s
user	0m17.553s
sys	0m0.148s

real	0m17.620s
user	0m17.409s
sys	0m0.192s

real	0m17.639s
user	0m17.491s
sys	0m0.128s

real	0m17.637s
user	0m17.478s
sys	0m0.140s

real	0m18.289s
user	0m18.105s
sys	0m0.164s

real	0m17.734s
user	0m17.571s
sys	0m0.144s

real	0m17.597s
user	0m17.414s
sys	0m0.164s

real	0m17.613s
user	0m17.498s
sys	0m0.096s

real	0m17.629s
user	0m17.450s
sys	0m0.160s

real	0m17.743s
user	0m17.548s
sys	0m0.176s

real	0m17.757s
user	0m17.621s
sys	0m0.116s

real	0m17.664s
user	0m17.549s
sys	0m0.096s

real	0m17.780s
user	0m17.605s
sys	0m0.156s

real	0m17.607s
user	0m17.420s
sys	0m0.168s

real	0m17.770s
user	0m17.627s
